Título,Semilla,URL_adicionales,Estado,Tipo de recolección,Frecuencia ,Profundidad,Tamaño,Palabras_clave,Materia
"CEIP Virgen de la Salud (Castro del Río, Córdoba)",https://blogsaverroes.juntadeandalucia.es/colegiovirgendelasalud/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Virgen de Loreto (Guadahortuna, Granada)",https://blogsaverroes.juntadeandalucia.es/colegiovirgendeloreto/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Sto. Cristo de Vera Cruz (Iznatoraf, Jaén)",https://blogsaverroes.juntadeandalucia.es/coleiznatoraf/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"CEIP Juan Armario (Alcalá de los Gazules, Cádiz)",https://blogsaverroes.juntadeandalucia.es/colejuanarmario/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
CEIP Mediterráneo (Córdoba),https://blogsaverroes.juntadeandalucia.es/colemediterraneo/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
CEIP San Juan de la Cruz (Córdoba),https://blogsaverroes.juntadeandalucia.es/colesanjuandelacruz/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Colina del Sol (Torrox, Málaga)",https://blogsaverroes.juntadeandalucia.es/colinadelsol/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
Conservatorio Profesional de Música de Huelva Javier Perianes,https://blogsaverroes.juntadeandalucia.es/cpmjavierperianes/,,Activa,Selectiva,Semestral,Inicio y 2 niveles,Mediano,Música / Educación / Conservatorios / Centros docentes / Huelva,78 Música
"CEPR Almijara (Sayalonga, Málaga)",https://blogsaverroes.juntadeandalucia.es/cpralmijara/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEPR Torrejaral (Vélez-Málaga, Málaga)",https://blogsaverroes.juntadeandalucia.es/cprtorrejaral/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEPR Valle del Guadiaro (La Cañada del Real Tesoro, Málaga)",https://blogsaverroes.juntadeandalucia.es/cprvalledelguadiaro/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"CEIP Sacratif (Motril, Granada)",https://blogsaverroes.juntadeandalucia.es/cpsacratif/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"CEIP Cristóbal Luque Onieva (Priego de Córdoba, Córdoba)",https://blogsaverroes.juntadeandalucia.es/cristoballuqueonieva/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"CEIP Director Manuel Somoza (La Luisiana, Sevilla)",https://blogsaverroes.juntadeandalucia.es/directormanuelsomoza/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
CEIP San Vicente (Almería),https://blogsaverroes.juntadeandalucia.es/educasanvicente/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"CEIP Federico García Lorca (Vícar, Almería)",https://blogsaverroes.juntadeandalucia.es/fglorca/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES García Lorca (Algeciras, Cádiz)",https://blogsaverroes.juntadeandalucia.es/garcialorcalgeciras/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"CEIP Gran Capitán (Montilla, Córdoba)",https://blogsaverroes.juntadeandalucia.es/grancapitan/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
CEIP Huerta del Carmen (Sevilla),https://blogsaverroes.juntadeandalucia.es/hudeca1/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Acci (Guadix, Granada)",https://blogsaverroes.juntadeandalucia.es/iesacci/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
IES Albaida (Almería),https://blogsaverroes.juntadeandalucia.es/iesalbaida/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES Alcor (Villalba del Alcor, Huelva)",https://blogsaverroes.juntadeandalucia.es/iesalcor/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Alcrebite (Baza, Granada)",https://blogsaverroes.juntadeandalucia.es/iesalcrebite/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES Al-Fakar (Alfacar, Granada)",https://blogsaverroes.juntadeandalucia.es/iesalfakar/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES Alfonso XI (Alcalá la Real, Jaén)",https://blogsaverroes.juntadeandalucia.es/iesalfonsoxi/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Aljanadic (Posadas, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iesaljanadic/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"IES Almadraba (Tarifa, Cádiz)",https://blogsaverroes.juntadeandalucia.es/iesalmadraba/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"IES Alquivira (Huéscar, Granada)",https://blogsaverroes.juntadeandalucia.es/iesalquivira/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES Alto Almanzora (Tíjola, Almería)",https://blogsaverroes.juntadeandalucia.es/iesaltoalmanzora/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES Antonio Galán Acosta (Montoro, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iesantoniogalanacosta/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"IES Arroyo de la Miel (Arroyo de la Miel, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesarroyodelamiel/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Ategua (Castro del Río, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iesategua/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"IES Axati (Lora del Río, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesaxati/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
IES Azahar (Sevilla),https://blogsaverroes.juntadeandalucia.es/iesazahar/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Azahar (Antas, Almería)",https://blogsaverroes.juntadeandalucia.es/iesazaharantas/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES Aznalcóllar (Aznalcóllar, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesaznalcollar/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
IES Bellavista (Sevilla),https://blogsaverroes.juntadeandalucia.es/iesbellavista/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Bitácora (Punta Umbría, Huelva)",https://blogsaverroes.juntadeandalucia.es/iesbitacora/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Blas Infante (San Fernando, Cádiz)",https://blogsaverroes.juntadeandalucia.es/iesblasinfante/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"IES Botánico (Sanlúcar de Barrameda, Cádiz)",https://blogsaverroes.juntadeandalucia.es/iesbotanicosanlucar/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"Educación
Centros docentes
Sevilla",https://blogsaverroes.juntadeandalucia.es/iesburguillos/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES José M. Caballero Bonald (Jerez dela Frontera, Cádiz)",https://blogsaverroes.juntadeandalucia.es/iescaballerobonald/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"IES Cantely (Dos Hermanas, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iescantely/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Cárbula (Almodóvar del Río, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iescarbula/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
IES Carlinda (Málaga),https://blogsaverroes.juntadeandalucia.es/iescarlinda/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
IES Casabermeja (Málaga),https://blogsaverroes.juntadeandalucia.es/iescasabermeja/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Castillo de Tempul (San José del Valle, Cádiz)",https://blogsaverroes.juntadeandalucia.es/iescastillodetempul/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
IES Christine Picasso (Málaga),https://blogsaverroes.juntadeandalucia.es/ieschristinepicasso/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Ciudad de Arjona (Arjona, Jaén)",https://blogsaverroes.juntadeandalucia.es/iesciudaddearjona/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
IES Clara Campoamor (Huelva),https://blogsaverroes.juntadeandalucia.es/iesclaracampoamor/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Colegiata de Santiago (Castellar, Jaén)",https://blogsaverroes.juntadeandalucia.es/iescolegiatadesantiago/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Concha Méndez Cuesta (Torremolinos, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesconchamendezcuesta/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES del Andévalo (Puebla de Guzmán, Huelva)",https://blogsaverroes.juntadeandalucia.es/iesdelandevalo/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Diego Angulo (Valverde del Camino, Huelva)",https://blogsaverroes.juntadeandalucia.es/iesdiegoangulo/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Doctora Josefa de los Reyes (Jerez de la Frontera, Cádiz)",https://blogsaverroes.juntadeandalucia.es/iesdoctorajosefadelosreyes/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Cádiz,37 Educación. Enseñanza. Didáctica
"IES Duque de Rivas (Hornachuelos, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iesduquederivas/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"IES El Almijar (Cómpeta, Málaga)",https://blogsaverroes.juntadeandalucia.es/ieselalmijar/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES El Sauce (La Carlota, Córdoba)",https://blogsaverroes.juntadeandalucia.es/ieselsauce/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
"IES Emilio Manzano (Laujar de Andarax, Almería)",https://blogsaverroes.juntadeandalucia.es/iesemiliomanzano/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES Escultor Marín Higuero (Arriate, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesescultormarinhiguero/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Francisco Giner de los Ríos (Motril, Granada)",https://blogsaverroes.juntadeandalucia.es/iesfranciscoginerdelosrios/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES Francisco Rodríguez Marín (Osuna, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesfranciscorodriguezmarin/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
IES Fray Luis de Granada (Granada),https://blogsaverroes.juntadeandalucia.es/iesfrayluisdegranada/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES Fuentebuena (Arroyo de Ojanco, Jaén)",https://blogsaverroes.juntadeandalucia.es/iesfuentebuena/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Fuente Juncal (Aljaraque, Huelva)",https://blogsaverroes.juntadeandalucia.es/iesfuentejuncal/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES Gamonares (Lopera, Jaén)",https://blogsaverroes.juntadeandalucia.es/iesgamonares/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Gaviota (Adra, Almería)",https://blogsaverroes.juntadeandalucia.es/iesgaviota/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES Gerald Brenan (Alhaurín de la Torre, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesgbrenan/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Gonzalo Nazareno (Dos Hermanas, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesgonzalonazareno/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Jesús del Gran Poder (Dos Hermanas, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesgranpoder/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Guadaiza (San Pedro de Alcántara, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesguadaiza/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Guadalquivir (Lora del Río, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesguadalquivir/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Hermanos Medina Rivilla (Bailén, Jaén)",https://blogsaverroes.juntadeandalucia.es/ieshermanosmedinarivilla/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Himilce (Linares, Jaén)",https://blogsaverroes.juntadeandalucia.es/ieshimilce/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Jaén,37 Educación. Enseñanza. Didáctica
"IES Hiponova (Montefrío, Granada)",https://blogsaverroes.juntadeandalucia.es/ieshiponova/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES Inca Garcilaso (Montilla, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iesincagarcilaso/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
IES Profesor Isidoro Sánchez (Málaga),https://blogsaverroes.juntadeandalucia.es/iesisidorosanchez/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Jacobo Orellana Garrido (Alameda, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesjacoborellana/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES Joaquín Lobato (Torre del Mar, Málaga)",https://blogsaverroes.juntadeandalucia.es/iesjoaquinlobato/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Málaga,37 Educación. Enseñanza. Didáctica
"IES José Alcántara (Bélmez, Córdoba)",https://blogsaverroes.juntadeandalucia.es/iesjosealcantara/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Córdoba,37 Educación. Enseñanza. Didáctica
IES José Caballero (Huelva),https://blogsaverroes.juntadeandalucia.es/iesjosecaballero/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Huelva,37 Educación. Enseñanza. Didáctica
"IES José de Mora (Baza, Granada)",https://blogsaverroes.juntadeandalucia.es/iesjosedemora/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Granada,37 Educación. Enseñanza. Didáctica
"IES José Marín (Vélez-Rubio, Almería)",https://blogsaverroes.juntadeandalucia.es/iesjosemarin/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
"IES José Saramago (Marinaleda, Sevilla)",https://blogsaverroes.juntadeandalucia.es/iesjosesaramago/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Sevilla,37 Educación. Enseñanza. Didáctica
"IES Juan Goytisolo (Carboneras, Almería)",https://blogsaverroes.juntadeandalucia.es/iesjuangoytisolo/,,Activa,Selectiva,Semestral,Host,Pequeno,Educación / Centros docentes / Almería,37 Educación. Enseñanza. Didáctica
